Time,Host,File Size,Protocol,Speed (MB/s)
2025-08-21 04:18:48,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 04:19:15,Asia,10MB_file,rsync_hop,3.56
2025-08-21 04:19:43,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 04:25:10,Asia,1GB_file,rsync_hop,3.38
2025-08-21 04:29:44,Asia,1GB_file,rsync_ssh_reno,3.84
2025-08-21 04:30:33,USA,100MB_file,rsync_hop,3.82
2025-08-21 04:31:04,USA,100MB_file,rsync_ssh_reno,3.75
2025-08-21 04:31:26,USA,10MB_file,rsync_hop,5.88
2025-08-21 04:31:37,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 04:35:08,USA,1GB_file,rsync_hop,5.36
2025-08-21 04:36:53,USA,1GB_file,rsync_ssh_reno,10.27
2025-08-21 04:37:40,Europe,100MB_file,rsync_hop,4.25
2025-08-21 04:38:42,Europe,100MB_file,rsync_ssh_reno,1.76
2025-08-21 04:39:09,Europe,10MB_file,rsync_hop,2.8
2025-08-21 04:39:31,Europe,10MB_file,rsync_ssh_reno,1.35
2025-08-21 04:45:54,Europe,1GB_file,rsync_hop,2.84
2025-08-21 04:49:36,Europe,1GB_file,rsync_ssh_reno,4.76
2025-08-21 04:50:36,Asia,100MB_file,rsync_hop,2.79
2025-08-21 04:51:53,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 04:52:26,Asia,10MB_file,rsync_hop,1.19
2025-08-21 04:52:53,Asia,10MB_file,rsync_ssh_reno,1.87
2025-08-21 04:58:10,Asia,1GB_file,rsync_hop,3.5
2025-08-21 05:03:11,Asia,1GB_file,rsync_ssh_reno,3.5
2025-08-21 05:04:01,USA,100MB_file,rsync_hop,3.67
2025-08-21 05:04:31,USA,100MB_file,rsync_ssh_reno,3.73
2025-08-21 05:04:55,USA,10MB_file,rsync_hop,3.0
2025-08-21 05:05:06,USA,10MB_file,rsync_ssh_reno,1.24
2025-08-21 05:09:07,USA,1GB_file,rsync_hop,4.65
2025-08-21 05:11:01,USA,1GB_file,rsync_ssh_reno,9.36
2025-08-21 05:12:04,Europe,100MB_file,rsync_hop,2.49
2025-08-21 05:13:07,Europe,100MB_file,rsync_ssh_reno,1.77
2025-08-21 05:13:32,Europe,10MB_file,rsync_hop,4.77
2025-08-21 05:13:54,Europe,10MB_file,rsync_ssh_reno,1.35
2025-08-21 05:20:52,Europe,1GB_file,rsync_hop,2.59
2025-08-21 05:24:34,Europe,1GB_file,rsync_ssh_reno,4.76
2025-08-21 05:32:39,Asia,100MB_file,rsync_hop,3.48
2025-08-21 05:33:56,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 05:34:25,Asia,10MB_file,rsync_hop,2.27
2025-08-21 05:34:53,Asia,10MB_file,rsync_ssh_reno,1.83
2025-08-21 05:40:51,Asia,1GB_file,rsync_hop,3.06
2025-08-21 05:46:01,Asia,1GB_file,rsync_ssh_reno,3.39
2025-08-21 05:46:45,USA,100MB_file,rsync_hop,4.62
2025-08-21 05:47:16,USA,100MB_file,rsync_ssh_reno,3.77
2025-08-21 05:47:37,USA,10MB_file,rsync_hop,8.38
2025-08-21 05:47:49,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 05:51:08,USA,1GB_file,rsync_hop,5.71
2025-08-21 05:52:42,USA,1GB_file,rsync_ssh_reno,11.4
2025-08-21 05:53:32,Europe,100MB_file,rsync_hop,3.83
2025-08-21 05:54:33,Europe,100MB_file,rsync_ssh_reno,1.81
2025-08-21 05:55:01,Europe,10MB_file,rsync_hop,1.79
2025-08-21 05:55:23,Europe,10MB_file,rsync_ssh_reno,1.37
2025-08-21 06:00:01,Europe,1GB_file,rsync_hop,4.01
2025-08-21 06:04:18,Europe,1GB_file,rsync_ssh_reno,4.11
2025-08-21 06:05:08,Asia,100MB_file,rsync_hop,4.1
2025-08-21 06:06:25,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 06:06:52,Asia,10MB_file,rsync_hop,2.95
2025-08-21 06:07:21,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 06:13:40,Asia,1GB_file,rsync_hop,2.88
2025-08-21 06:17:35,Asia,1GB_file,rsync_ssh_reno,4.49
2025-08-21 06:18:14,USA,100MB_file,rsync_hop,6.54
2025-08-21 06:18:47,USA,100MB_file,rsync_ssh_reno,3.31
2025-08-21 06:19:10,USA,10MB_file,rsync_hop,4.01
2025-08-21 06:19:22,USA,10MB_file,rsync_ssh_reno,1.24
2025-08-21 06:22:30,USA,1GB_file,rsync_hop,6.1
2025-08-21 06:24:17,USA,1GB_file,rsync_ssh_reno,9.95
2025-08-21 06:25:14,Europe,100MB_file,rsync_hop,3.0
2025-08-21 06:26:28,Europe,100MB_file,rsync_ssh_reno,1.47
2025-08-21 06:26:54,Europe,10MB_file,rsync_hop,4.48
2025-08-21 06:27:16,Europe,10MB_file,rsync_ssh_reno,1.35
2025-08-21 06:34:11,Europe,1GB_file,rsync_hop,2.6
2025-08-21 06:38:12,Europe,1GB_file,rsync_ssh_reno,4.4
2025-08-21 06:56:13,Asia,100MB_file,rsync_ssh_reno,1.41
2025-08-21 07:13:25,Asia,10MB_file,rsync_ssh_reno,1.86
2025-08-21 07:34:49,Asia,1GB_file,rsync_ssh_reno,3.73
2025-08-21 07:43:17,Asia,100MB_file,rsync_hop,3.41
2025-08-21 07:44:34,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 07:45:09,Asia,10MB_file,rsync_hop,1.21
2025-08-21 07:45:37,Asia,10MB_file,rsync_ssh_reno,1.86
2025-08-21 07:50:07,Asia,1GB_file,rsync_hop,4.17
2025-08-21 07:55:06,Asia,1GB_file,rsync_ssh_reno,3.51
2025-08-21 07:55:45,USA,100MB_file,rsync_hop,6.26
2025-08-21 07:56:15,USA,100MB_file,rsync_ssh_reno,3.8
2025-08-21 07:56:37,USA,10MB_file,rsync_hop,5.01
2025-08-21 07:56:48,USA,10MB_file,rsync_ssh_reno,1.26
2025-08-21 07:59:55,USA,1GB_file,rsync_hop,6.15
2025-08-21 08:01:32,USA,1GB_file,rsync_ssh_reno,11.01
2025-08-21 08:02:46,Europe,100MB_file,rsync_hop,2.02
2025-08-21 08:03:48,Europe,100MB_file,rsync_ssh_reno,1.81
2025-08-21 08:04:14,Europe,10MB_file,rsync_hop,3.35
2025-08-21 08:04:36,Europe,10MB_file,rsync_ssh_reno,1.35
2025-08-21 08:09:44,Europe,1GB_file,rsync_hop,3.58
2025-08-21 08:13:48,Europe,1GB_file,rsync_ssh_reno,4.31
2025-08-21 08:14:44,Asia,100MB_file,rsync_hop,3.31
2025-08-21 08:16:01,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 08:16:30,Asia,10MB_file,rsync_hop,2.32
2025-08-21 08:16:57,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 08:23:07,Asia,1GB_file,rsync_hop,2.96
2025-08-21 08:27:29,Asia,1GB_file,rsync_ssh_reno,4.02
2025-08-21 08:44:44,USA,100MB_file,rsync_ssh_reno,3.77
2025-08-21 09:01:37,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 09:20:10,USA,1GB_file,rsync_ssh_reno,9.46
2025-08-21 09:37:55,Europe,100MB_file,rsync_ssh_reno,1.83
2025-08-21 09:55:00,Europe,10MB_file,rsync_ssh_reno,1.37
2025-08-21 10:15:36,Europe,1GB_file,rsync_ssh_reno,4.51
2025-08-21 10:33:37,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 10:50:48,Asia,10MB_file,rsync_ssh_reno,1.84
2025-08-21 11:11:56,Asia,1GB_file,rsync_ssh_reno,3.96
2025-08-21 11:29:15,USA,100MB_file,rsync_ssh_reno,3.27
2025-08-21 11:46:08,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 12:04:21,USA,1GB_file,rsync_ssh_reno,11.66
2025-08-21 12:22:05,Europe,100MB_file,rsync_ssh_reno,1.83
2025-08-21 12:39:11,Europe,10MB_file,rsync_ssh_reno,1.36
2025-08-21 12:59:44,Europe,1GB_file,rsync_ssh_reno,4.56
2025-08-21 13:17:45,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 13:34:57,Asia,10MB_file,rsync_ssh_reno,1.86
2025-08-21 13:56:52,Asia,1GB_file,rsync_ssh_reno,3.35
2025-08-21 14:14:07,USA,100MB_file,rsync_ssh_reno,3.77
2025-08-21 14:31:00,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 14:49:46,USA,1GB_file,rsync_ssh_reno,8.53
2025-08-21 15:07:31,Europe,100MB_file,rsync_ssh_reno,1.76
2025-08-21 15:24:37,Europe,10MB_file,rsync_ssh_reno,1.67
2025-08-21 15:44:26,Europe,1GB_file,rsync_ssh_reno,5.65
2025-08-21 16:02:28,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 16:19:39,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 16:39:44,Asia,100MB_file,rsync_hop,5.08
2025-08-21 16:41:01,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 16:41:28,Asia,10MB_file,rsync_hop,3.3
2025-08-21 16:41:56,Asia,10MB_file,rsync_ssh_reno,1.84
2025-08-21 16:47:36,Asia,1GB_file,rsync_hop,3.24
2025-08-21 16:53:12,Asia,1GB_file,rsync_ssh_reno,3.12
2025-08-21 16:53:54,USA,100MB_file,rsync_hop,5.24
2025-08-21 16:54:24,USA,100MB_file,rsync_ssh_reno,3.79
2025-08-21 16:54:47,USA,10MB_file,rsync_hop,4.49
2025-08-21 16:54:58,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 16:58:53,USA,1GB_file,rsync_hop,4.76
2025-08-21 17:00:58,USA,1GB_file,rsync_ssh_reno,8.5
2025-08-21 17:02:03,Europe,100MB_file,rsync_hop,2.42
2025-08-21 17:03:17,Europe,100MB_file,rsync_ssh_reno,1.52
2025-08-21 17:03:47,Europe,10MB_file,rsync_hop,1.44
2025-08-21 17:04:09,Europe,10MB_file,rsync_ssh_reno,1.37
2025-08-21 17:12:11,Europe,1GB_file,rsync_hop,2.23
2025-08-21 17:16:05,Europe,1GB_file,rsync_ssh_reno,4.51
2025-08-21 17:34:07,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 17:51:18,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 18:12:51,Asia,1GB_file,rsync_ssh_reno,3.62
2025-08-21 18:30:06,USA,100MB_file,rsync_ssh_reno,3.77
2025-08-21 18:46:59,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 18:49:16,Asia,100MB_file,rsync_hop,2.16
2025-08-21 18:50:40,Asia,100MB_file,rsync_ssh_reno,1.34
2025-08-21 18:51:08,Asia,10MB_file,rsync_hop,3.1
2025-08-21 18:51:36,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 18:57:28,Asia,1GB_file,rsync_hop,3.13
2025-08-21 19:02:44,Asia,1GB_file,rsync_ssh_reno,3.33
2025-08-21 19:03:22,USA,100MB_file,rsync_hop,6.32
2025-08-21 19:03:52,USA,100MB_file,rsync_ssh_reno,3.76
2025-08-21 19:04:42,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 19:08:52,USA,1GB_file,rsync_hop,4.46
2025-08-21 19:10:35,USA,1GB_file,rsync_ssh_reno,10.39
2025-08-21 19:11:23,Europe,100MB_file,rsync_hop,4.16
2025-08-21 19:12:23,Europe,100MB_file,rsync_ssh_reno,1.83
2025-08-21 19:12:48,Europe,10MB_file,rsync_hop,4.75
2025-08-21 19:13:11,Europe,10MB_file,rsync_ssh_reno,1.36
2025-08-21 19:19:31,Europe,1GB_file,rsync_hop,2.86
2025-08-21 19:22:57,Europe,1GB_file,rsync_ssh_reno,5.15
2025-08-21 19:23:49,Asia,100MB_file,rsync_hop,3.72
2025-08-21 19:25:05,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 19:25:33,Asia,10MB_file,rsync_hop,3.71
2025-08-21 19:26:00,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 19:30:09,Asia,1GB_file,rsync_hop,4.56
2025-08-21 19:35:57,Asia,1GB_file,rsync_ssh_reno,3.01
2025-08-21 19:36:36,USA,100MB_file,rsync_hop,6.29
2025-08-21 19:37:05,USA,100MB_file,rsync_ssh_reno,3.78
2025-08-21 19:37:28,USA,10MB_file,rsync_hop,6.25
2025-08-21 19:37:39,USA,10MB_file,rsync_ssh_reno,1.26
2025-08-21 19:41:22,USA,1GB_file,rsync_hop,5.04
2025-08-21 19:42:40,Asia,100MB_file,rsync_hop,5.64
2025-08-21 19:43:08,Asia,100MB_file,rsync_ssh_reno,4.85
2025-08-21 19:43:38,Asia,10MB_file,rsync_hop,1.58
2025-08-21 19:44:04,Asia,10MB_file,rsync_ssh_reno,1.67
2025-08-21 19:49:15,Asia,1GB_file,rsync_hop,3.57
2025-08-21 19:53:12,Asia,1GB_file,rsync_ssh_reno,4.46
2025-08-21 19:53:53,USA,100MB_file,rsync_hop,5.44
2025-08-21 19:54:23,USA,100MB_file,rsync_ssh_reno,3.74
2025-08-21 19:54:47,USA,10MB_file,rsync_hop,3.06
2025-08-21 19:54:59,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 19:58:56,USA,1GB_file,rsync_hop,4.71
2025-08-21 20:00:42,USA,1GB_file,rsync_ssh_reno,10.07
2025-08-21 20:01:47,Europe,100MB_file,rsync_hop,2.41
2025-08-21 20:02:07,Europe,100MB_file,rsync_ssh_reno,7.14
2025-08-21 20:02:32,Europe,10MB_file,rsync_hop,5.04
2025-08-21 20:02:41,Europe,10MB_file,rsync_ssh_reno,3.2
2025-08-21 20:09:53,Europe,1GB_file,rsync_hop,2.5
2025-08-21 20:11:41,Europe,1GB_file,rsync_ssh_reno,10.13
2025-08-21 20:12:44,Asia,100MB_file,rsync_hop,2.62
2025-08-21 20:14:01,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 20:14:28,Asia,10MB_file,rsync_hop,2.96
2025-08-21 20:14:56,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 20:20:37,Asia,1GB_file,rsync_hop,3.23
2025-08-21 20:25:50,Asia,1GB_file,rsync_ssh_reno,3.35
2025-08-21 20:26:32,USA,100MB_file,rsync_hop,5.13
2025-08-21 20:27:02,USA,100MB_file,rsync_ssh_reno,3.66
2025-08-21 20:27:25,USA,10MB_file,rsync_hop,5.76
2025-08-21 20:27:36,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 20:31:04,USA,1GB_file,rsync_hop,5.45
2025-08-21 20:32:37,USA,1GB_file,rsync_ssh_reno,11.58
2025-08-21 20:33:30,Europe,100MB_file,rsync_hop,3.4
2025-08-21 20:33:47,Europe,100MB_file,rsync_ssh_reno,8.68
2025-08-21 20:34:20,Europe,10MB_file,rsync_hop,1.01
2025-08-21 20:34:29,Europe,10MB_file,rsync_ssh_reno,2.95
2025-08-21 20:42:03,Europe,1GB_file,rsync_hop,2.37
2025-08-21 20:45:00,Europe,1GB_file,rsync_ssh_reno,6.01
2025-08-21 20:52:45,Asia,100MB_file,rsync_hop,3.46
2025-08-21 20:54:02,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 20:54:34,Asia,10MB_file,rsync_hop,1.37
2025-08-21 20:55:02,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 20:59:12,Asia,1GB_file,rsync_hop,4.54
2025-08-21 21:04:08,Asia,1GB_file,rsync_ssh_reno,3.55
2025-08-21 21:04:48,USA,100MB_file,rsync_hop,5.85
2025-08-21 21:05:18,USA,100MB_file,rsync_ssh_reno,3.76
2025-08-21 21:05:40,USA,10MB_file,rsync_hop,6.48
2025-08-21 21:05:51,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 21:09:10,USA,1GB_file,rsync_hop,5.73
2025-08-21 21:10:45,USA,1GB_file,rsync_ssh_reno,11.37
2025-08-21 21:11:46,Europe,100MB_file,rsync_hop,2.62
2025-08-21 21:12:48,Europe,100MB_file,rsync_ssh_reno,1.79
2025-08-21 21:13:13,Europe,10MB_file,rsync_hop,4.05
2025-08-21 21:13:34,Europe,10MB_file,rsync_ssh_reno,1.11
2025-08-21 21:19:10,Europe,1GB_file,rsync_hop,3.27
2025-08-21 21:22:52,Europe,1GB_file,rsync_ssh_reno,4.77
2025-08-21 21:23:41,Asia,100MB_file,rsync_hop,4.06
2025-08-21 21:24:58,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-21 21:25:27,Asia,10MB_file,rsync_hop,2.22
2025-08-21 21:25:55,Asia,10MB_file,rsync_ssh_reno,1.86
2025-08-21 21:30:20,Asia,1GB_file,rsync_hop,4.24
2025-08-21 21:34:16,Asia,1GB_file,rsync_ssh_reno,4.49
2025-08-21 21:34:53,USA,100MB_file,rsync_hop,6.99
2025-08-21 21:35:23,USA,100MB_file,rsync_ssh_reno,3.75
2025-08-21 21:35:45,USA,10MB_file,rsync_hop,5.5
2025-08-21 21:35:56,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 21:39:00,USA,1GB_file,rsync_hop,6.25
2025-08-21 21:40:46,USA,1GB_file,rsync_ssh_reno,10.14
2025-08-21 21:41:43,Europe,100MB_file,rsync_hop,3.03
2025-08-21 21:42:52,Europe,100MB_file,rsync_ssh_reno,1.56
2025-08-21 21:43:24,Europe,10MB_file,rsync_hop,1.17
2025-08-21 21:43:47,Europe,10MB_file,rsync_ssh_reno,1.32
2025-08-21 21:49:18,Europe,1GB_file,rsync_hop,3.31
2025-08-21 21:53:00,Europe,1GB_file,rsync_ssh_reno,4.77
2025-08-21 21:53:47,Asia,100MB_file,rsync_hop,4.56
2025-08-21 21:55:04,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 21:55:32,Asia,10MB_file,rsync_hop,3.07
2025-08-21 21:56:00,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 21:59:54,Asia,1GB_file,rsync_hop,4.85
2025-08-21 22:05:03,Asia,1GB_file,rsync_ssh_reno,3.4
2025-08-21 22:05:50,USA,100MB_file,rsync_hop,4.3
2025-08-21 22:06:20,USA,100MB_file,rsync_ssh_reno,3.76
2025-08-21 22:06:44,USA,10MB_file,rsync_hop,2.79
2025-08-21 22:06:55,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-21 22:10:31,USA,1GB_file,rsync_hop,5.23
2025-08-21 22:12:04,USA,1GB_file,rsync_ssh_reno,11.63
2025-08-21 22:13:00,Europe,100MB_file,rsync_hop,2.97
2025-08-21 22:14:01,Europe,100MB_file,rsync_ssh_reno,1.83
2025-08-21 22:14:27,Europe,10MB_file,rsync_hop,3.05
2025-08-21 22:14:49,Europe,10MB_file,rsync_ssh_reno,1.34
2025-08-21 22:20:23,Europe,1GB_file,rsync_hop,3.29
2025-08-21 22:24:37,Europe,1GB_file,rsync_ssh_reno,4.13
2025-08-21 22:25:37,Asia,100MB_file,rsync_hop,2.84
2025-08-21 22:26:55,Asia,100MB_file,rsync_ssh_reno,1.4
2025-08-21 22:27:26,Asia,10MB_file,rsync_hop,1.54
2025-08-21 22:27:54,Asia,10MB_file,rsync_ssh_reno,1.85
2025-08-21 22:32:40,Asia,1GB_file,rsync_hop,3.9
2025-08-21 22:37:19,Asia,1GB_file,rsync_ssh_reno,3.78
2025-08-21 22:38:25,Asia,100MB_file,rsync_hop,5.39
2025-08-21 22:39:50,Asia,100MB_file,rsync_ssh_reno,1.28
2025-08-21 22:40:21,Asia,10MB_file,rsync_hop,1.55
2025-08-21 22:40:49,Asia,10MB_file,rsync_ssh_reno,1.86
2025-08-21 22:45:22,Asia,1GB_file,rsync_hop,4.11
2025-08-21 22:50:22,Asia,1GB_file,rsync_ssh_reno,3.51
2025-08-21 22:51:01,USA,100MB_file,rsync_hop,6.28
2025-08-21 22:51:31,USA,100MB_file,rsync_ssh_reno,3.74
2025-08-21 22:51:53,USA,10MB_file,rsync_hop,5.43
2025-08-21 22:52:05,USA,10MB_file,rsync_ssh_reno,1.24
2025-08-21 22:55:56,USA,1GB_file,rsync_hop,4.83
2025-08-21 22:57:43,USA,1GB_file,rsync_ssh_reno,10.06
2025-08-21 22:58:51,Europe,100MB_file,rsync_hop,2.21
2025-08-21 22:59:52,Europe,100MB_file,rsync_ssh_reno,1.83
2025-08-21 23:00:22,Europe,10MB_file,rsync_hop,1.51
2025-08-21 23:00:44,Europe,10MB_file,rsync_ssh_reno,1.35
2025-08-21 23:06:43,Europe,1GB_file,rsync_hop,3.04
2025-08-21 23:07:38,Asia,100MB_file,rsync_hop,3.91
2025-08-21 23:09:07,Asia,100MB_file,rsync_ssh_reno,1.22
2025-08-21 23:09:33,Asia,10MB_file,rsync_hop,4.41
2025-08-21 23:10:01,Asia,10MB_file,rsync_ssh_reno,0.4676171875
2025-08-21 23:13:55,Asia,1GB_file,rsync_hop,4.87
2025-08-21 23:17:42,Asia,100MB_file,rsync_hop,8.18
2025-08-21 23:18:59,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-21 23:19:27,Asia,10MB_file,rsync_hop,2.94
2025-08-21 23:19:55,Asia,10MB_file,rsync_ssh_reno,0.48120999999999997
2025-08-21 23:24:52,Asia,1GB_file,rsync_hop,3.74
2025-08-21 23:28:54,Asia,1GB_file,rsync_ssh_reno,4.37
2025-08-21 23:29:40,USA,100MB_file,rsync_hop,4.33
2025-08-21 23:30:11,USA,100MB_file,rsync_ssh_reno,3.68
2025-08-21 23:30:33,USA,10MB_file,rsync_hop,8.41
2025-08-21 23:30:46,USA,10MB_file,rsync_ssh_reno,1.03
2025-08-21 23:33:29,USA,1GB_file,rsync_hop,7.18
2025-08-21 23:35:16,USA,1GB_file,rsync_ssh_reno,10.0
2025-08-21 23:36:03,Europe,100MB_file,rsync_hop,4.18
2025-08-21 23:37:06,Europe,100MB_file,rsync_ssh_reno,1.74
2025-08-21 23:37:34,Europe,10MB_file,rsync_hop,2.16
2025-08-21 23:37:56,Europe,10MB_file,rsync_ssh_reno,0.61053
2025-08-21 23:44:37,Europe,1GB_file,rsync_hop,2.71
2025-08-21 23:48:01,Europe,1GB_file,rsync_ssh_reno,5.17
2025-08-21 23:48:54,Asia,100MB_file,rsync_hop,3.5
2025-08-21 23:50:12,Asia,100MB_file,rsync_ssh_reno,1.41
2025-08-21 23:50:39,Asia,10MB_file,rsync_hop,3.48
2025-08-21 23:51:08,Asia,10MB_file,rsync_ssh_reno,0.46184
2025-08-21 23:56:04,Asia,1GB_file,rsync_hop,3.76
2025-08-22 00:00:17,Asia,1GB_file,rsync_ssh_reno,4.17
2025-08-22 00:01:02,USA,100MB_file,rsync_hop,4.41
2025-08-22 00:01:33,USA,100MB_file,rsync_ssh_reno,3.76
2025-08-22 00:01:56,USA,10MB_file,rsync_hop,3.36
2025-08-22 00:02:08,USA,10MB_file,rsync_ssh_reno,1.24
2025-08-22 00:05:42,USA,1GB_file,rsync_hop,5.26
2025-08-22 00:07:18,USA,1GB_file,rsync_ssh_reno,11.2
2025-08-22 00:08:08,Europe,100MB_file,rsync_hop,3.81
2025-08-22 00:09:09,Europe,100MB_file,rsync_ssh_reno,1.8
2025-08-22 00:09:34,Europe,10MB_file,rsync_hop,3.81
2025-08-22 00:09:56,Europe,10MB_file,rsync_ssh_reno,0.6192300000000001
2025-08-22 00:14:57,Europe,1GB_file,rsync_hop,3.69
2025-08-22 00:18:12,Europe,1GB_file,rsync_ssh_reno,5.42
2025-08-22 00:19:07,Asia,100MB_file,rsync_hop,3.33
2025-08-22 00:20:25,Asia,100MB_file,rsync_ssh_reno,1.4
2025-08-22 00:20:51,Asia,10MB_file,rsync_hop,3.72
2025-08-22 00:21:19,Asia,10MB_file,rsync_ssh_reno,0.48008
2025-08-22 00:26:10,Asia,1GB_file,rsync_hop,3.83
2025-08-22 00:30:38,Asia,1GB_file,rsync_ssh_reno,3.94
2025-08-22 00:31:20,USA,100MB_file,rsync_hop,5.36
2025-08-22 00:31:51,USA,100MB_file,rsync_ssh_reno,3.59
2025-08-22 00:32:13,USA,10MB_file,rsync_hop,7.17
2025-08-22 00:32:25,USA,10MB_file,rsync_ssh_reno,1.14
2025-08-22 00:36:46,USA,1GB_file,rsync_hop,4.26
2025-08-22 00:38:48,USA,1GB_file,rsync_ssh_reno,8.73
2025-08-22 00:39:43,Europe,100MB_file,rsync_hop,3.15
2025-08-22 00:40:44,Europe,100MB_file,rsync_ssh_reno,1.8
2025-08-22 00:41:12,Europe,10MB_file,rsync_hop,1.93
2025-08-22 00:41:46,Europe,10MB_file,rsync_ssh_reno,0.40257
2025-08-22 00:49:07,Europe,1GB_file,rsync_hop,2.46
2025-08-22 00:53:08,Europe,1GB_file,rsync_ssh_reno,4.37
2025-08-22 00:56:21,Asia,100MB_file,rsync_hop,7.11
2025-08-22 00:57:38,Asia,100MB_file,rsync_ssh_reno,1.43
2025-08-22 00:58:06,Asia,10MB_file,rsync_hop,2.42
2025-08-22 00:58:34,Asia,10MB_file,rsync_ssh_reno,0.47887
2025-08-22 01:04:11,Asia,1GB_file,rsync_hop,3.26
2025-08-22 01:08:10,Asia,1GB_file,rsync_ssh_reno,4.44
2025-08-22 01:08:48,USA,100MB_file,rsync_hop,6.23
2025-08-22 01:09:20,USA,100MB_file,rsync_ssh_reno,3.5
2025-08-22 01:09:45,USA,10MB_file,rsync_hop,2.33
2025-08-22 01:09:57,USA,10MB_file,rsync_ssh_reno,1.24
2025-08-22 01:13:54,USA,1GB_file,rsync_hop,4.71
2025-08-22 01:15:29,USA,1GB_file,rsync_ssh_reno,11.33
2025-08-22 01:16:25,Europe,100MB_file,rsync_hop,3.02
2025-08-22 01:17:33,Europe,100MB_file,rsync_ssh_reno,1.62
2025-08-22 01:18:00,Europe,10MB_file,rsync_hop,2.5
2025-08-22 01:18:22,Europe,10MB_file,rsync_ssh_reno,0.61893
2025-08-22 01:22:58,Europe,1GB_file,rsync_hop,4.04
2025-08-22 01:26:17,Europe,1GB_file,rsync_ssh_reno,5.3
2025-08-22 01:27:18,Asia,100MB_file,rsync_hop,2.81
2025-08-22 01:28:35,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-22 01:29:03,Asia,10MB_file,rsync_hop,2.81
2025-08-22 01:29:31,Asia,10MB_file,rsync_ssh_reno,0.48196
2025-08-22 01:34:22,Asia,1GB_file,rsync_hop,3.83
2025-08-22 01:38:20,Asia,1GB_file,rsync_ssh_reno,4.45
2025-08-22 01:39:07,USA,100MB_file,rsync_hop,4.14
2025-08-22 01:39:37,USA,100MB_file,rsync_ssh_reno,3.73
2025-08-22 01:39:59,USA,10MB_file,rsync_hop,5.65
2025-08-22 01:40:11,USA,10MB_file,rsync_ssh_reno,1.25
2025-08-22 01:44:24,USA,1GB_file,rsync_hop,4.39
2025-08-22 01:46:34,USA,1GB_file,rsync_ssh_reno,8.13
2025-08-22 01:47:35,Europe,100MB_file,rsync_hop,2.68
2025-08-22 01:48:35,Europe,100MB_file,rsync_ssh_reno,1.82
2025-08-22 01:49:02,Europe,10MB_file,rsync_hop,2.42
2025-08-22 01:49:26,Europe,10MB_file,rsync_ssh_reno,0.57669
2025-08-22 01:54:40,Europe,1GB_file,rsync_hop,3.51
2025-08-22 01:58:48,Europe,1GB_file,rsync_ssh_reno,4.24
2025-08-22 01:59:45,Asia,100MB_file,rsync_hop,3.03
2025-08-22 02:01:03,Asia,100MB_file,rsync_ssh_reno,1.42
2025-08-22 02:01:29,Asia,10MB_file,rsync_hop,4.34
2025-08-22 02:01:57,Asia,10MB_file,rsync_ssh_reno,0.48267000000000004
2025-08-22 02:06:15,Asia,1GB_file,rsync_hop,4.37
2025-08-22 02:10:34,Asia,1GB_file,rsync_ssh_reno,4.07
